notNull;3;700129168;748785911105;   267.0 kg;Lime;Lime;Lime;Lime;Lime
notNull;2;700129118;749170811105;   768.5 kg;Lime;Lime;Lime;Lime;Lime
null;0;000000000;000000000000;0,0 kg;White;White;White;White;White
null;0;000000000;000000000000;0,0 kg;White;White;White;White;White
